epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6525470018386841,0.6207981109619141,0.001,0.7530207633972168,0.5291420817375183
1,0.6669889688491821,0.5986239314079285,0.001,0.7469792366027832,0.49528154730796814
2,0.6712188124656677,0.5842176079750061,0.001,0.5811986327171326,0.6704727411270142
3,0.6687412858009338,0.5780114531517029,0.001,0.7428709268569946,0.5062369108200073
4,0.6763550639152527,0.5758198499679565,0.001,0.7356210947036743,0.5138049721717834
5,0.6627590656280518,0.5681856870651245,0.001,0.6839052438735962,0.5534770488739014
6,0.6724273562431335,0.563356339931488,0.001,0.6952633857727051,0.5433353185653687
7,0.6649948358535767,0.5598611831665039,0.001,0.7029966115951538,0.5357670783996582
8,0.6686809062957764,0.5552054643630981,0.001,0.6766554117202759,0.5396201014518738
9,0.6684392094612122,0.5532071590423584,0.001,0.6295311450958252,0.6179114580154419
10,0.6678349375724792,0.5459460020065308,0.001,0.7042049169540405,0.5095804333686829
11,0.6732128858566284,0.5416939854621887,0.001,0.7092798352241516,0.5128449201583862
12,0.6813704967498779,0.5231567025184631,0.0005,0.6872885227203369,0.5316759943962097
13,0.6858420372009277,0.5166692137718201,0.0005,0.6764137148857117,0.5468214750289917
14,0.682216465473175,0.5123341083526611,0.0005,0.7054132223129272,0.5151700973510742
15,0.6885612607002258,0.5091841816902161,0.0005,0.6698888540267944,0.5743557810783386
16,0.6920660138130188,0.5009180307388306,0.0005,0.6882551908493042,0.5114076733589172
17,0.6880174279212952,0.4978368580341339,0.0005,0.6872885227203369,0.5424208045005798
18,0.6944830417633057,0.4958079159259796,0.0005,0.6785886883735657,0.5684008002281189
19,0.6946643590927124,0.4874662160873413,0.0005,0.6582890152931213,0.572461724281311
20,0.6978669166564941,0.4857579469680786,0.0005,0.6930884718894958,0.524340808391571
21,0.6987733244895935,0.4827505946159363,0.0005,0.6628805994987488,0.5525064468383789
22,0.7063871026039124,0.4632650911808014,0.00025,0.6962300539016724,0.5214821100234985
23,0.7128527164459229,0.4594714939594269,0.00025,0.6800386905670166,0.5432948470115662
24,0.7121276259422302,0.45449841022491455,0.00025,0.7104881405830383,0.5029613375663757
25,0.7175055742263794,0.451336145401001,0.00025,0.6834219694137573,0.5517155528068542
26,0.7169617414474487,0.4473974406719208,0.00025,0.7114548087120056,0.5089131593704224
27,0.7124902009963989,0.447862446308136,0.00025,0.7121797800064087,0.5027580261230469
28,0.7220979928970337,0.44260430335998535,0.00025,0.6788303256034851,0.5609686970710754
29,0.7169013023376465,0.4404985010623932,0.00025,0.6962300539016724,0.5296948552131653
30,0.7239108085632324,0.43611252307891846,0.00025,0.6918801069259644,0.5348222255706787
31,0.7253610491752625,0.43430352210998535,0.00025,0.6887385249137878,0.5435364842414856
32,0.7297117710113525,0.42476776242256165,0.000125,0.6935717463493347,0.5344852209091187
33,0.7346063256263733,0.419685959815979,0.000125,0.7136297821998596,0.530715823173523
34,0.7340020537376404,0.41921746730804443,0.000125,0.7017883062362671,0.5393396019935608
35,0.7338811755180359,0.41760268807411194,0.000125,0.7071048617362976,0.5299755930900574
36,0.736600399017334,0.41664740443229675,0.000125,0.6981633901596069,0.5482601523399353
37,0.7347875833511353,0.41424527764320374,0.000125,0.7245045900344849,0.5068528652191162
38,0.7420992255210876,0.41369524598121643,0.000125,0.6952633857727051,0.5424402952194214
39,0.7375068068504333,0.41076895594596863,0.000125,0.7194296717643738,0.5237328410148621
40,0.7390778660774231,0.40926653146743774,0.000125,0.7124214768409729,0.5204212069511414
41,0.7400447130203247,0.4077758491039276,0.000125,0.706621527671814,0.5411258339881897
42,0.7425221800804138,0.40192583203315735,6.25e-05,0.7162880897521973,0.5233238339424133
43,0.7448788285255432,0.3995188772678375,6.25e-05,0.7141131162643433,0.533541202545166
44,0.744637131690979,0.3995179533958435,6.25e-05,0.7165297269821167,0.5290400385856628
45,0.7430660724639893,0.40043944120407104,6.25e-05,0.7199130058288574,0.5255441069602966
46,0.7482627630233765,0.396689772605896,6.25e-05,0.7150797247886658,0.5370007157325745
47,0.7466916441917419,0.39639145135879517,6.25e-05,0.7218462824821472,0.5252050757408142
48,0.7488669753074646,0.39613309502601624,6.25e-05,0.701063334941864,0.558448851108551
49,0.7449997067451477,0.3967461884021759,6.25e-05,0.7112131714820862,0.5405535697937012
50,0.7449997067451477,0.39371684193611145,6.25e-05,0.7136297821998596,0.5295615792274475
51,0.7492899894714355,0.3940694332122803,6.25e-05,0.7080715298652649,0.5502954721450806
