epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6488436460494995,0.6291649341583252,0.001,0.7814531922340393,0.5149720311164856
1,0.6653263568878174,0.5975916385650635,0.001,0.8006159663200378,0.43935567140579224
2,0.6643282771110535,0.5876656174659729,0.001,0.6895174980163574,0.5909886956214905
3,0.6671514511108398,0.5798028111457825,0.001,0.6657921671867371,0.606757402420044
4,0.6680639982223511,0.573511004447937,0.001,0.714155375957489,0.5529469847679138
5,0.6689479947090149,0.5687400102615356,0.001,0.670468807220459,0.572416365146637
6,0.6704308986663818,0.5639514923095703,0.001,0.6319151520729065,0.6284235715866089
7,0.6748794913291931,0.5587720274925232,0.001,0.6454887390136719,0.6001752614974976
8,0.6720563769340515,0.5560742616653442,0.001,0.6779970526695251,0.5805265307426453
9,0.6758776307106018,0.5506885647773743,0.001,0.7084521651268005,0.5184944272041321
10,0.6752787232398987,0.5464889407157898,0.001,0.6177712082862854,0.6373102068901062
11,0.6771608591079712,0.5442451238632202,0.001,0.696019172668457,0.550756573677063
12,0.6842045187950134,0.5315086841583252,0.0005,0.7079958915710449,0.5248157978057861
13,0.6848888993263245,0.5284780263900757,0.0005,0.6296338438987732,0.6203122138977051
14,0.6832919716835022,0.5248184204101562,0.0005,0.677198588848114,0.557486355304718
15,0.6892805099487305,0.5214841365814209,0.0005,0.6580358147621155,0.5734971165657043
16,0.6874839663505554,0.5194334983825684,0.0005,0.6949926018714905,0.533341109752655
17,0.6899079084396362,0.5165095925331116,0.0005,0.6551842093467712,0.5660508275032043
18,0.68719881772995,0.5149559378623962,0.0005,0.6586061120033264,0.5906329154968262
19,0.6926169991493225,0.511628270149231,0.0005,0.6817611455917358,0.5257065296173096
20,0.6920751929283142,0.5095199942588806,0.0005,0.683928370475769,0.548762857913971
21,0.692902147769928,0.5080451965332031,0.0005,0.7223679423332214,0.5077770352363586
22,0.6996321082115173,0.49842673540115356,0.00025,0.6623702645301819,0.5769104957580566
23,0.6975504159927368,0.49657541513442993,0.00025,0.7084521651268005,0.5107702016830444
24,0.6991758346557617,0.4956793189048767,0.00025,0.6720656752586365,0.5600279569625854
25,0.7008298635482788,0.49302831292152405,0.00025,0.688605010509491,0.5452432632446289
26,0.6996606588363647,0.4919643700122833,0.00025,0.6962472796440125,0.5243419408798218
27,0.7013146281242371,0.49046963453292847,0.00025,0.6911144256591797,0.5232570171356201
28,0.7036529779434204,0.4890333116054535,0.00025,0.6831299066543579,0.5413768291473389
29,0.7039952278137207,0.4876177906990051,0.00025,0.6818752288818359,0.5448144674301147
30,0.7046511173248291,0.48621317744255066,0.00025,0.6790236234664917,0.5556305050849915
31,0.7055066227912903,0.48366236686706543,0.00025,0.7034333348274231,0.5219866037368774
32,0.7089000940322876,0.4793693423271179,0.000125,0.6734344959259033,0.5582905411720276
33,0.7075027823448181,0.47722792625427246,0.000125,0.6878065466880798,0.5354827046394348
34,0.710040807723999,0.4772910177707672,0.000125,0.6743469834327698,0.5617715716362
35,0.71066814661026,0.47585827112197876,0.000125,0.6814189553260803,0.548873245716095
36,0.7091282606124878,0.4753901958465576,0.000125,0.6922550201416016,0.5418217182159424
37,0.7119228839874268,0.4744776487350464,0.000125,0.6864377856254578,0.5524613857269287
38,0.7123221158981323,0.4739181101322174,0.000125,0.6852971315383911,0.5380898118019104
39,0.7102974057197571,0.4733610451221466,0.000125,0.6813048720359802,0.5493365526199341
40,0.7114951610565186,0.47275879979133606,0.000125,0.6862096786499023,0.5404062867164612
41,0.7113810777664185,0.4711802899837494,0.000125,0.689289391040802,0.5419473052024841
42,0.7153449058532715,0.4685559570789337,6.25e-05,0.6902018785476685,0.5379899740219116
43,0.7134057879447937,0.46810564398765564,6.25e-05,0.6935097575187683,0.5296485424041748
44,0.7154589891433716,0.46748918294906616,6.25e-05,0.6940800547599792,0.5380969643592834
45,0.7147175669670105,0.4673159718513489,6.25e-05,0.7016083002090454,0.522104799747467
46,0.7146034836769104,0.46669259667396545,6.25e-05,0.7021785974502563,0.516313374042511
47,0.7156586050987244,0.466276079416275,6.25e-05,0.6987566947937012,0.5208489894866943
48,0.7164855599403381,0.4659155607223511,6.25e-05,0.6800501942634583,0.5582392811775208
49,0.7157726883888245,0.4654132127761841,6.25e-05,0.6889472007751465,0.5423875451087952
50,0.7142612934112549,0.4651169776916504,6.25e-05,0.7084521651268005,0.5174744725227356
51,0.7176833152770996,0.4648914635181427,6.25e-05,0.691228449344635,0.5441638231277466
