epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6325457692146301,0.6899078488349915,0.001,0.5884485244750977,0.748913586139679
1,0.6629403829574585,0.6224679350852966,0.001,0.5865152478218079,0.7168495059013367
2,0.6659616827964783,0.6031258702278137,0.001,0.6271145343780518,0.6634742021560669
3,0.6701915264129639,0.5963581204414368,0.001,0.590140163898468,0.71952885389328
4,0.6789534091949463,0.5866120457649231,0.001,0.7165297269821167,0.5443176031112671
5,0.6771405935287476,0.5830390453338623,0.001,0.5749154090881348,0.7282869219779968
6,0.6706749796867371,0.5817912220954895,0.001,0.6749637722969055,0.5885989665985107
7,0.6732128858566284,0.5726941227912903,0.001,0.6454809308052063,0.6245540380477905
8,0.6801015138626099,0.5686655640602112,0.001,0.6174480319023132,0.6915550827980042
9,0.672910749912262,0.5640444755554199,0.001,0.6819719672203064,0.5633515119552612
10,0.6749048233032227,0.5623123049736023,0.001,0.6727887988090515,0.5985816121101379
11,0.6755695343017578,0.5549392104148865,0.001,0.6858385801315308,0.5585793256759644
12,0.6770197749137878,0.5529630780220032,0.001,0.6674721837043762,0.5818555951118469
13,0.6801015138626099,0.5461311936378479,0.001,0.6921218037605286,0.5472760200500488
14,0.6834853887557983,0.5409733057022095,0.001,0.6778637170791626,0.582268238067627
15,0.6926702260971069,0.5250413417816162,0.0005,0.6660222411155701,0.5854376554489136
16,0.6962958574295044,0.5160258412361145,0.0005,0.6326727867126465,0.6239566802978516
17,0.6969001293182373,0.5136772394180298,0.0005,0.6930884718894958,0.5455966591835022
18,0.6962958574295044,0.5080893635749817,0.0005,0.6437892913818359,0.630794882774353
19,0.7040908932685852,0.5044262409210205,0.0005,0.6515224575996399,0.5865352153778076
20,0.7049368619918823,0.49966707825660706,0.0005,0.6418559551239014,0.6307650804519653
21,0.70197594165802,0.49729123711586,0.0005,0.6788303256034851,0.6013594269752502
22,0.7070518136024475,0.49424394965171814,0.0005,0.6553890705108643,0.59078449010849
23,0.7072330713272095,0.4911102056503296,0.0005,0.7000966668128967,0.5463769435882568
24,0.7092875838279724,0.4861116409301758,0.0005,0.6771386861801147,0.5877223610877991
25,0.7170826196670532,0.4732469320297241,0.00025,0.7090381979942322,0.5374066829681396
26,0.7194392681121826,0.47061896324157715,0.00025,0.7015466690063477,0.551472544670105
27,0.7207081913948059,0.4679863452911377,0.00025,0.6921218037605286,0.5583933591842651
28,0.7203456163406372,0.4649656414985657,0.00025,0.6882551908493042,0.5662097334861755
29,0.7243338227272034,0.4634999632835388,0.00025,0.68245530128479,0.591106653213501
30,0.7210103273391724,0.4605434834957123,0.00025,0.7095215320587158,0.5437842607498169
31,0.7258444428443909,0.4592168629169464,0.00025,0.7075881958007812,0.5465041399002075
32,0.7257840633392334,0.45803797245025635,0.00025,0.675930380821228,0.5841382145881653
33,0.7304368615150452,0.455337256193161,0.00025,0.7071048617362976,0.5449665188789368
34,0.7277176976203918,0.45300763845443726,0.00025,0.7015466690063477,0.55763840675354
35,0.7272342443466187,0.45195847749710083,0.00025,0.6935717463493347,0.5715938806533813
36,0.735150158405304,0.44296029210090637,0.000125,0.6860802173614502,0.5784547924995422
37,0.7356939911842346,0.4408471882343292,0.000125,0.7008216381072998,0.5670987367630005
38,0.7339416146278381,0.44022542238235474,0.000125,0.7182213664054871,0.5433487296104431
39,0.7374463677406311,0.43931615352630615,0.000125,0.7165297269821167,0.5412781834602356
40,0.7390778660774231,0.4382149875164032,0.000125,0.692363440990448,0.5749002695083618
41,0.7359356880187988,0.43722039461135864,0.000125,0.701063334941864,0.5580031871795654
