epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6388905644416809,0.6458761692047119,0.001,0.5246495604515076,0.747689962387085
1,0.6542389392852783,0.6177916526794434,0.001,0.587965190410614,0.6899753212928772
2,0.6703728437423706,0.5972068905830383,0.001,0.6469308733940125,0.6619985699653625
3,0.6681370735168457,0.593257486820221,0.001,0.6007733345031738,0.6795264482498169
4,0.6765967607498169,0.5886569023132324,0.001,0.5432575941085815,0.7470301389694214
5,0.6756299734115601,0.5780957341194153,0.001,0.6116481423377991,0.6322832107543945
6,0.675992488861084,0.5765582919120789,0.001,0.6534557938575745,0.5909178256988525
7,0.6749652624130249,0.5693777799606323,0.001,0.6382310390472412,0.6217950582504272
8,0.6762946248054504,0.5650230646133423,0.001,0.6607056260108948,0.589271605014801
9,0.6821560263633728,0.5596344470977783,0.001,0.6425809860229492,0.6000556349754333
10,0.6775636076927185,0.5549092292785645,0.001,0.6812469959259033,0.5893840789794922
11,0.6757507920265198,0.5554446578025818,0.001,0.6418559551239014,0.6066827178001404
12,0.6776844263076782,0.5521857142448425,0.001,0.7027549743652344,0.5320178866386414
13,0.677261471748352,0.5467300415039062,0.001,0.6312227845191956,0.6138932704925537
14,0.6744214296340942,0.5460100173950195,0.001,0.6191396713256836,0.6488886475563049
15,0.6826998591423035,0.5395041704177856,0.001,0.6491058468818665,0.5960944294929504
16,0.6771405935287476,0.5369857549667358,0.001,0.6529724597930908,0.6138612031936646
17,0.6802827715873718,0.5321794748306274,0.001,0.6701304912567139,0.5888124108314514
18,0.6853586435317993,0.529296338558197,0.001,0.6626389622688293,0.5816370844841003
19,0.6872922778129578,0.5267378687858582,0.001,0.6457225680351257,0.5769945383071899
20,0.6886216402053833,0.5228241682052612,0.001,0.6742387413978577,0.6025289297103882
21,0.6892259120941162,0.5236660838127136,0.001,0.6689221858978271,0.5704376697540283
22,0.6900718808174133,0.5190671682357788,0.001,0.6681972146034241,0.5919116139411926
23,0.6993171572685242,0.5013479590415955,0.0005,0.6836636066436768,0.5462910532951355
24,0.6982294917106628,0.5004503726959229,0.0005,0.6897051930427551,0.5354958176612854
25,0.6994984745979309,0.4986509680747986,0.0005,0.6884968876838684,0.5265998840332031
26,0.6998609900474548,0.49701425433158875,0.0005,0.6865635514259338,0.5413681864738464
27,0.7043930292129517,0.49284082651138306,0.0005,0.6810052990913391,0.5442038178443909
28,0.7059640884399414,0.4908955693244934,0.0005,0.6921218037605286,0.5271730422973633
29,0.705480694770813,0.48885077238082886,0.0005,0.7136297821998596,0.49504998326301575
