episode,return,length
171,-10.0,50
172,-15.0,32
173,-15.0,24
174,-15.0,24
175,-15.0,39
176,-15.0,36
177,-15.0,32
178,-15.0,37
179,-15.0,38
180,-15.0,43
181,-10.0,62
182,-15.0,41
183,-15.0,24
184,-10.0,47
185,-15.0,34
186,-9.0,52
187,-5.0,84
188,-15.0,43
189,-5.0,77
190,-10.0,65
191,-15.0,30
192,-15.0,35
193,-15.0,30
194,-15.0,39
195,-10.0,52
196,-15.0,30
197,-15.0,24
198,-15.0,41
199,-15.0,43
200,-15.0,24
201,-15.0,34
202,-10.0,48
203,-15.0,42
204,-9.0,59
205,-15.0,43
206,-10.0,66
207,-15.0,34
208,-15.0,24
209,-15.0,36
210,-9.0,50
211,-15.0,30
212,-15.0,30
213,-10.0,53
214,-9.0,50
215,-9.0,69
216,-15.0,35
217,-10.0,71
218,-15.0,40
219,-15.0,39
220,-3.0,76
221,-10.0,54
222,-15.0,24
223,-15.0,24
224,-10.0,61
225,-15.0,24
226,-15.0,24
227,-15.0,43
228,-9.0,67
229,-10.0,71
230,0.0,127
231,-15.0,40
232,-15.0,24
233,-15.0,40
234,-9.0,67
235,-15.0,40
236,-15.0,24
237,-9.0,54
238,-15.0,36
239,-15.0,24
240,-15.0,38
241,-15.0,24
242,-10.0,62
243,-15.0,24
244,-15.0,43
245,-10.0,53
246,-15.0,24
247,-15.0,38
248,-15.0,24
249,-9.0,49
250,-15.0,36
251,-15.0,43
252,-9.0,64
253,-15.0,24
254,-15.0,33
255,-15.0,34
256,-10.0,67
257,-10.0,60
258,-15.0,24
259,-15.0,34
260,-10.0,71
261,-14.0,43
262,-9.0,65
263,-15.0,41
264,-10.0,55
265,-15.0,24
266,-15.0,24
267,-15.0,24
268,-15.0,36
269,-15.0,24
270,-10.0,69
271,-5.0,76
272,-15.0,43
273,-15.0,24
274,-15.0,33
275,-4.0,98
276,-15.0,24
277,-15.0,24
278,-15.0,24
279,-9.0,52
280,-15.0,39
281,-10.0,64
282,-10.0,66
283,-9.0,51
284,-15.0,30
285,-10.0,63
286,-10.0,44
287,-15.0,33
288,-15.0,31
289,-15.0,37
290,-15.0,34
291,-15.0,37
292,-15.0,24
293,-10.0,65
294,-15.0,24
295,-10.0,44
296,-9.0,48
297,-15.0,30
298,-10.0,68
299,-15.0,32
300,-15.0,40
301,-10.0,66
302,-10.0,68
303,-15.0,24
304,-10.0,64
305,-15.0,40
306,-15.0,24
307,-15.0,33
308,-10.0,63
309,-15.0,24
310,-15.0,30
311,-15.0,32
312,-15.0,39
313,-10.0,68
314,-15.0,24
315,-10.0,43
316,-10.0,68
317,-15.0,24
318,-15.0,41
319,-15.0,24
320,-15.0,33
321,-15.0,37
322,-15.0,24
323,-10.0,59
324,-15.0,24
325,-15.0,24
326,-15.0,24
327,-5.0,73
328,-15.0,37
329,-15.0,36
330,-15.0,24
331,-9.0,63
332,-10.0,44
333,-15.0,24
334,-15.0,24
335,-15.0,41
336,-15.0,38
337,-15.0,24
338,-15.0,38
339,-15.0,39
340,-9.0,52
341,-15.0,33
342,-15.0,24
343,-15.0,24
344,-10.0,62
345,-15.0,43
346,-15.0,43
347,-15.0,31
348,-15.0,34
349,-15.0,32
350,-10.0,61
351,-9.0,45
352,-15.0,40
353,-5.0,95
354,-15.0,24
355,-10.0,60
356,-15.0,24
357,-10.0,63
358,-15.0,39
359,-15.0,30
360,-10.0,61
361,-15.0,33
362,-14.0,43
363,-10.0,59
364,-15.0,39
365,-15.0,36
366,-10.0,47
367,-9.0,51
368,-15.0,24
369,-10.0,56
370,-15.0,35
371,-15.0,30
372,-15.0,32
373,-15.0,31
374,-15.0,32
375,-15.0,35
376,-10.0,51
377,-15.0,36
378,-15.0,42
379,-15.0,43
380,-15.0,24
381,-9.0,59
382,-10.0,63
383,-15.0,24
384,-15.0,24
385,-10.0,53
386,-15.0,24
387,-15.0,43
388,-15.0,39
389,-10.0,43
390,-15.0,24
391,-9.0,66
392,-9.0,44
393,-10.0,64
394,-15.0,43
395,-10.0,57
396,-10.0,71
397,-10.0,59
398,-9.0,46
399,-9.0,71
400,-10.0,68
401,-15.0,31
402,-15.0,43
403,-9.0,43
404,-5.0,83
405,-10.0,66
406,-15.0,43
407,-9.0,51
408,-10.0,65
409,-15.0,43
410,-15.0,38
411,-15.0,24
412,6.0,146
413,-15.0,42
414,-10.0,59
415,2.0,127
416,-10.0,56
417,-15.0,31
418,-15.0,31
419,-10.0,70
420,-15.0,38
421,-10.0,61
422,-15.0,32
423,-15.0,36
424,-15.0,35
425,-15.0,32
426,-15.0,43
427,-15.0,30
428,-9.0,51
429,-9.0,68
430,-15.0,35
431,-15.0,31
432,-10.0,67
433,-10.0,55
434,-15.0,36
435,-15.0,42
436,-5.0,95
437,-15.0,37
438,-15.0,43
439,1.0,121
440,-15.0,35
441,-4.0,89
442,-15.0,32
443,-15.0,33
444,-15.0,32
445,-15.0,30
446,-15.0,41
447,-15.0,33
448,-9.0,57
449,-15.0,43
450,-15.0,32
451,-15.0,43
452,-15.0,33
453,-15.0,42
454,-15.0,30
455,-15.0,32
456,-15.0,34
457,-9.0,66
458,-15.0,31
459,-10.0,71
460,-9.0,55
461,-9.0,67
462,-15.0,32
463,-15.0,39
464,-15.0,35
465,-10.0,54
466,0.0,127
467,-15.0,43
468,-15.0,35
469,-15.0,43
470,-15.0,43
471,-4.0,99
472,-9.0,44
473,-5.0,90
474,-15.0,35
475,-10.0,61
476,-15.0,43
477,-14.0,43
478,-10.0,54
479,-14.0,43
480,-15.0,31
481,-15.0,36
482,18.0,187
483,-4.0,99
484,-15.0,31
485,-15.0,38
486,-14.0,40
487,-10.0,46
488,-5.0,99
489,-15.0,32
490,-15.0,31
491,-9.0,71
492,-9.0,71
493,-15.0,35
494,-15.0,31
495,-15.0,32
496,-15.0,30
497,-15.0,35
498,-15.0,32
499,-15.0,43
500,-9.0,55
501,-15.0,31
502,-15.0,33
503,-15.0,41
504,-15.0,32
505,-5.0,80
506,-15.0,31
507,-15.0,32
508,-15.0,33
509,-10.0,71
510,-10.0,58
511,-14.0,41
512,-15.0,43
513,-15.0,32
514,-5.0,77
515,-15.0,37
516,-15.0,30
517,-5.0,91
518,-9.0,50
519,-15.0,43
520,-5.0,83
521,-15.0,36
522,-15.0,33
523,-15.0,32
524,15.0,189
525,-15.0,38
526,-15.0,24
527,-14.0,43
528,-15.0,42
529,-15.0,35
530,-15.0,39
531,-9.0,54
532,-15.0,31
533,-15.0,40
534,-4.0,98
535,-15.0,32
536,-15.0,34
537,-15.0,43
538,-10.0,48
539,-15.0,35
540,-15.0,32
541,-15.0,30
542,-15.0,30
543,-15.0,35
544,-14.0,41
545,-15.0,39
546,-9.0,53
547,-15.0,30
548,-15.0,33
549,0.0,124
550,-15.0,32
551,-15.0,33
552,-10.0,71
553,-15.0,33
554,-15.0,35
555,-15.0,34
556,-10.0,71
557,-15.0,31
558,-15.0,32
559,-5.0,83
560,-10.0,51
561,-15.0,32
562,-15.0,31
563,-15.0,32
564,2.0,101
565,-15.0,33
566,-5.0,86
567,-15.0,38
568,-10.0,44
569,-15.0,32
570,-15.0,31
571,-15.0,33
572,-15.0,37
573,-15.0,42
574,-15.0,35
575,-15.0,32
576,-15.0,33
577,-15.0,31
578,-15.0,43
579,-15.0,41
580,-15.0,31
581,-15.0,31
582,-15.0,36
583,-15.0,30
584,-14.0,43
585,-10.0,47
586,-15.0,32
587,-15.0,43
588,-15.0,34
589,-15.0,40
590,-15.0,34
591,-15.0,36
592,-10.0,63
593,-15.0,33
594,-15.0,33
595,-15.0,43
596,-4.0,99
597,-10.0,47
598,-15.0,35
599,-9.0,71
600,-15.0,38
601,-15.0,39
602,-15.0,24
603,-15.0,34
604,-3.0,75
605,-15.0,39
606,-5.0,71
607,-14.0,43
608,-15.0,30
609,-15.0,38
610,-15.0,43
611,-15.0,43
612,0.0,127
613,-10.0,47
614,0.0,124
615,-15.0,38
616,-5.0,94
617,-5.0,83
618,-15.0,43
619,-4.0,96
620,-15.0,43
621,-10.0,54
622,-15.0,32
623,-15.0,33
624,-15.0,35
625,-5.0,80
626,-15.0,33
627,-15.0,43
628,-15.0,37
629,-10.0,71
630,1.0,127
631,-15.0,38
632,-15.0,37
633,-5.0,88
634,-15.0,39
635,-4.0,97
636,-10.0,52
637,-15.0,30
638,-15.0,38
639,-15.0,30
640,-15.0,32
641,13.0,181
642,-9.0,71
643,0.0,127
644,-5.0,88
645,1.0,114
646,-14.0,43
647,-5.0,99
648,-15.0,43
649,5.0,140
650,-9.0,65
651,-10.0,66
652,2.0,109
653,-10.0,68
654,-15.0,38
655,1.0,116
656,6.0,154
657,-10.0,71
658,-10.0,65
659,-15.0,32
660,1.0,127
661,-15.0,31
662,-15.0,43
663,-10.0,71
664,-15.0,40
665,-15.0,43
666,-10.0,53
667,-15.0,32
668,6.0,154
669,-15.0,31
670,1.0,105
671,-15.0,30
672,-15.0,32
673,-10.0,54
674,-15.0,43
675,-15.0,43
676,10.0,160
677,-3.0,92
678,-15.0,32
679,-15.0,39
680,-14.0,43
681,-10.0,71
682,-15.0,32
683,-15.0,36
684,-15.0,43
685,-4.0,96
686,-15.0,39
687,-15.0,42
688,-9.0,65
689,5.0,134
690,-10.0,60
691,-10.0,71
692,-15.0,40
693,-15.0,31
694,0.0,102
695,-15.0,34
696,-9.0,68
697,-15.0,43
698,-5.0,99
699,-15.0,31
700,10.0,171
701,-15.0,31
702,-15.0,33
703,-15.0,35
704,1.0,107
705,10.0,175
706,-10.0,58
707,-15.0,43
708,-5.0,99
709,0.0,124
710,-14.0,43
711,-15.0,35
712,-15.0,43
713,-9.0,66
714,-15.0,35
715,-10.0,67
716,-5.0,98
717,-10.0,64
718,-9.0,54
719,-15.0,43
720,1.0,126
721,-15.0,37
722,-10.0,71
723,-4.0,99
724,-14.0,43
725,12.0,174
726,16.0,207
727,-15.0,43
728,1.0,127
729,-15.0,41
730,-10.0,51
731,5.0,154
732,10.0,159
733,-9.0,71
734,-15.0,36
735,-5.0,87
736,-15.0,35
737,-15.0,34
738,-15.0,31
739,-15.0,41
740,-10.0,64
741,-10.0,66
742,-14.0,43
743,-15.0,43
744,-15.0,36
745,-15.0,43
746,-10.0,60
747,-15.0,34
748,-10.0,44
749,-10.0,60
750,-15.0,43
751,-5.0,99
752,-10.0,71
753,-5.0,99
754,-5.0,97
755,-10.0,64
756,-5.0,98
757,-15.0,39
758,-15.0,37
759,-5.0,95
760,-14.0,43
761,1.0,118
762,-9.0,71
763,-10.0,71
764,-15.0,39
765,-10.0,57
766,-10.0,45
767,-15.0,39
768,25.0,262
769,0.0,105
770,-5.0,95
771,-15.0,37
772,-10.0,64
773,-5.0,82
774,-14.0,43
775,-14.0,43
776,-3.0,96
777,-15.0,39
778,-15.0,35
779,-15.0,24
780,-9.0,66
781,-9.0,70
782,-15.0,34
783,-5.0,94
784,-14.0,43
785,-15.0,30
786,11.0,165
787,0.0,124
788,-15.0,43
789,-15.0,33
790,-9.0,51
791,-4.0,99
792,-15.0,37
793,-15.0,33
794,-14.0,43
795,-15.0,34
796,-9.0,64
797,-9.0,52
798,-9.0,49
799,-15.0,40
800,-15.0,43
801,-9.0,70
802,-10.0,71
803,-8.0,71
804,-14.0,43
805,-5.0,73
806,2.0,118
807,-10.0,58
808,-15.0,43
809,-10.0,53
810,-10.0,71
811,5.0,154
812,10.0,175
813,-15.0,43
814,-14.0,43
815,-10.0,71
816,-15.0,30
817,-15.0,43
818,-15.0,38
819,-14.0,42
820,-10.0,70
821,-15.0,43
822,-15.0,43
823,-9.0,70
824,-15.0,43
825,-15.0,43
826,-15.0,35
827,-10.0,71
828,-15.0,38
829,-10.0,71
830,-3.0,92
831,1.0,119
832,5.0,129
833,-3.0,89
834,-10.0,49
835,-15.0,34
836,6.0,154
837,3.0,100
838,-15.0,34
839,-15.0,42
840,0.0,120
841,-15.0,43
842,2.0,114
843,-14.0,43
844,-15.0,36
845,-15.0,39
846,-15.0,31
847,5.0,132
848,-15.0,42
849,-5.0,99
850,-15.0,39
851,-8.0,71
852,25.0,262
853,10.0,177
854,-15.0,36
855,-15.0,40
856,-15.0,43
857,-14.0,43
858,-15.0,40
859,-15.0,43
860,-15.0,43
861,-10.0,54
862,-15.0,34
863,-15.0,43
864,-15.0,42
865,-5.0,71
866,-10.0,49
867,-15.0,43
868,-5.0,99
869,10.0,173
870,-15.0,34
871,-15.0,43
872,-15.0,35
873,-15.0,36
874,-10.0,71
875,-15.0,31
876,-15.0,34
877,-15.0,43
878,-9.0,67
879,-10.0,58
880,-15.0,43
881,37.0,314
882,-4.0,86
883,-15.0,43
884,-15.0,43
885,-15.0,43
886,-8.0,71
887,0.0,123
888,-14.0,43
889,-15.0,43
890,-15.0,43
891,-15.0,35
892,-15.0,43
893,-15.0,43
894,-15.0,43
895,-15.0,30
896,-15.0,34
897,-15.0,31
898,-15.0,43
899,-9.0,66
900,-15.0,43
901,-15.0,43
902,-5.0,90
903,-10.0,71
904,-15.0,43
905,5.0,148
906,-5.0,99
907,-10.0,71
908,-15.0,38
909,-15.0,43
910,-15.0,31
911,-5.0,90
912,5.0,143
913,-15.0,43
914,-15.0,36
915,0.0,115
916,-10.0,47
917,-10.0,43
918,-14.0,43
919,11.0,178
920,-14.0,43
921,-15.0,37
922,0.0,127
923,42.0,341
924,2.0,127
925,-5.0,92
926,-15.0,43
927,18.0,208
928,1.0,125
929,25.0,262
930,-15.0,39
931,16.0,195
932,6.0,154
933,-15.0,33
934,-14.0,42
935,-4.0,99
936,-14.0,43
937,0.0,127
938,2.0,127
939,50.0,374
940,-10.0,71
941,16.0,208
942,-10.0,59
943,6.0,154
944,23.0,235
945,-15.0,35
946,0.0,127
947,0.0,120
948,5.0,147
949,-4.0,99
950,-15.0,35
951,-14.0,43
952,-15.0,43
953,-10.0,71
954,-15.0,43
955,-15.0,43
956,-14.0,43
957,-5.0,87
958,-5.0,99
959,13.0,181
960,-5.0,99
961,-10.0,71
962,-10.0,71
963,-5.0,87
964,-14.0,43
965,-10.0,71
966,-9.0,49
967,-15.0,43
968,0.0,127
969,-15.0,43
970,1.0,127
971,0.0,127
972,-5.0,99
973,-5.0,88
974,16.0,208
975,-9.0,71
976,-15.0,43
977,1.0,99
978,-10.0,70
979,-15.0,43
980,-4.0,99
981,2.0,127
982,-9.0,67
983,-5.0,89
984,-3.0,76
985,15.0,208
986,-4.0,99
987,-15.0,43
988,35.0,307
989,-5.0,88
990,-10.0,62
991,-10.0,43
992,-9.0,71
993,21.0,222
994,-15.0,43
995,-5.0,99
996,-10.0,48
997,-10.0,54
998,-15.0,43
999,-9.0,71
1000,1.0,102
1001,-15.0,41
1002,12.0,181
1003,10.0,181
1004,-10.0,71
1005,-10.0,71
1006,-10.0,71
1007,-10.0,71
1008,-10.0,71
1009,5.0,139
1010,-5.0,99
1011,-15.0,35
1012,2.0,127
1013,0.0,127
1014,10.0,168
1015,-3.0,88
1016,-5.0,84
1017,26.0,262
1018,0.0,127
1019,-15.0,33
1020,12.0,181
1021,-5.0,99
1022,-10.0,71
1023,-15.0,43
1024,-14.0,43
1025,-5.0,83
1026,-10.0,71
1027,-15.0,31
1028,20.0,235
1029,-15.0,43
1030,25.0,240
1031,-15.0,37
1032,-15.0,35
1033,-10.0,71
1034,-15.0,43
1035,-15.0,31
1036,-15.0,32
1037,-15.0,34
1038,-5.0,83
1039,-15.0,32
1040,-15.0,42
1041,27.0,249
1042,-15.0,39
1043,-15.0,32
1044,-15.0,33
1045,-15.0,32
1046,5.0,142
1047,-14.0,43
1048,-10.0,71
1049,-15.0,31
1050,-10.0,49
1051,5.0,148
1052,-5.0,81
1053,-15.0,32
1054,-15.0,33
1055,-15.0,32
1056,-10.0,46
1057,-15.0,31
1058,1.0,103
1059,-15.0,43
1060,-4.0,99
1061,-15.0,33
1062,-15.0,33
1063,-15.0,37
1064,-10.0,71
1065,-15.0,31
1066,-15.0,33
1067,-15.0,31
1068,-5.0,91
1069,-9.0,49
1070,-15.0,31
1071,-14.0,42
1072,-5.0,86
1073,-10.0,71
1074,-15.0,31
1075,-15.0,39
1076,-10.0,65
1077,-15.0,31
1078,-15.0,32
1079,-10.0,71
1080,-10.0,43
1081,-15.0,36
1082,-15.0,43
1083,-5.0,99
1084,29.0,257
1085,11.0,181
1086,-15.0,43
1087,-15.0,39
1088,-15.0,43
1089,-15.0,31
1090,-9.0,71
1091,7.0,154
1092,-5.0,92
1093,-5.0,99
1094,-15.0,33
1095,-15.0,33
1096,-15.0,40
1097,-5.0,99
1098,-15.0,31
1099,-9.0,55
1100,-10.0,71
1101,-15.0,35
1102,-15.0,33
1103,-8.0,71
1104,-15.0,43
1105,-14.0,43
1106,-15.0,43
1107,11.0,181
1108,-3.0,94
1109,-15.0,32
1110,-4.0,99
1111,-5.0,99
1112,-15.0,43
1113,1.0,127
1114,-15.0,35
1115,-14.0,43
1116,-9.0,71
1117,-15.0,33
1118,-8.0,71
1119,0.0,127
1120,22.0,235
1121,-15.0,43
1122,-15.0,43
1123,-15.0,43
1124,12.0,177
1125,-10.0,71
1126,-10.0,71
1127,-10.0,71
1128,-3.0,71
1129,-10.0,64
1130,-10.0,51
1131,-15.0,41
1132,1.0,127
1133,-5.0,99
1134,-8.0,71
1135,-15.0,43
1136,-5.0,71
1137,-10.0,43
1138,-4.0,99
1139,10.0,181
1140,-14.0,43
1141,12.0,163
1142,11.0,181
1143,-14.0,42
1144,-10.0,71
1145,-15.0,43
1146,-9.0,71
1147,-15.0,32
1148,-15.0,43
1149,-14.0,43
1150,-15.0,36
1151,1.0,127
1152,-15.0,41
1153,-10.0,60
1154,-10.0,71
1155,-5.0,99
1156,-14.0,42
1157,-9.0,71
1158,-10.0,61
1159,10.0,180
1160,0.0,122
1161,-15.0,36
1162,-4.0,99
1163,-15.0,43
1164,-15.0,37
1165,-15.0,43
1166,-5.0,71
1167,-15.0,43
1168,-15.0,43
1169,-5.0,99
1170,-9.0,71
1171,-15.0,34
1172,-10.0,69
1173,-9.0,64
1174,0.0,99
1175,0.0,127
1176,0.0,127
1177,1.0,100
1178,-5.0,99
1179,-10.0,71
1180,-10.0,59
1181,-10.0,68
1182,0.0,127
1183,-10.0,63
1184,11.0,179
1185,-15.0,34
1186,10.0,181
1187,2.0,117
1188,-10.0,71
1189,-15.0,43
1190,-15.0,37
1191,-15.0,40
1192,-15.0,24
1193,-5.0,86
1194,-5.0,71
1195,-2.0,99
1196,-15.0,43
1197,-4.0,71
1198,-3.0,95
1199,-10.0,61
1200,-15.0,40
1201,-14.0,43
1202,-15.0,34
1203,-15.0,31
1204,-15.0,35
1205,-5.0,99
1206,-5.0,89
1207,6.0,153
1208,10.0,177
1209,-4.0,99
1210,-10.0,68
1211,-15.0,36
1212,-5.0,71
1213,-10.0,71
1214,2.0,124
1215,-9.0,71
1216,-10.0,69
1217,-15.0,43
1218,-4.0,91
1219,-15.0,38
1220,-10.0,66
1221,-15.0,32
1222,-14.0,41
1223,0.0,124
1224,-5.0,99
1225,-10.0,64
1226,-9.0,49
1227,-4.0,93
1228,-14.0,43
1229,-9.0,59
1230,-15.0,24
1231,-15.0,43
1232,-9.0,71
1233,-8.0,71
1234,-5.0,71
1235,-15.0,43
1236,1.0,127
1237,-15.0,43
1238,-10.0,71
1239,-15.0,43
1240,-15.0,33
1241,-10.0,71
1242,-10.0,70
1243,7.0,128
1244,-15.0,30
1245,-4.0,71
1246,-9.0,65
1247,-15.0,43
1248,-10.0,71
1249,0.0,102
1250,-15.0,35
1251,-15.0,40
1252,-15.0,43
1253,15.0,181
1254,-10.0,67
1255,7.0,129
1256,-15.0,43
1257,-14.0,43
1258,-9.0,56
1259,-9.0,68
1260,-8.0,70
1261,-15.0,40
1262,-15.0,41
1263,-15.0,42
1264,-10.0,62
1265,-5.0,77
1266,-15.0,43
1267,-14.0,43
1268,-15.0,43
1269,-15.0,38
1270,-15.0,35
1271,-10.0,64
1272,-10.0,44
1273,-15.0,43
1274,-10.0,66
1275,-8.0,71
1276,-15.0,43
1277,-5.0,77
1278,-9.0,71
1279,-15.0,43
1280,-14.0,43
1281,-15.0,34
1282,-10.0,58
1283,0.0,114
1284,-10.0,61
1285,-15.0,34
1286,-15.0,39
1287,-4.0,71
1288,-15.0,43
1289,-10.0,63
1290,10.0,181
1291,-5.0,98
1292,-15.0,43
1293,-9.0,58
1294,-15.0,39
1295,-9.0,71
1296,-9.0,52
1297,0.0,122
1298,-15.0,39
1299,-4.0,99
1300,-15.0,35
1301,-15.0,39
1302,-15.0,43
1303,-15.0,38
1304,-15.0,39
1305,-5.0,99
1306,-15.0,43
1307,-15.0,36
1308,-15.0,37
1309,-15.0,39
1310,-10.0,60
1311,-5.0,99
1312,-15.0,39
1313,-15.0,32
1314,-15.0,40
1315,-10.0,71
1316,-4.0,71
1317,-15.0,40
1318,-15.0,43
1319,-15.0,43
1320,-14.0,43
1321,-9.0,62
1322,0.0,114
1323,-15.0,43
1324,13.0,180
1325,-15.0,43
1326,-15.0,34
1327,-9.0,59
1328,-2.0,99
1329,-15.0,39
1330,-10.0,71
1331,-10.0,71
1332,-15.0,35
1333,-15.0,38
1334,-15.0,43
1335,-10.0,69
1336,-15.0,37
1337,-10.0,59
1338,-10.0,50
1339,-10.0,48
1340,-15.0,43
1341,-9.0,47
1342,-10.0,71
1343,-10.0,46
1344,2.0,124
1345,-10.0,71
1346,-10.0,69
1347,-10.0,71
1348,-15.0,33
1349,-15.0,40
1350,-15.0,43
1351,-10.0,44
1352,-15.0,43
1353,-10.0,45
1354,-5.0,99
1355,-8.0,71
1356,-10.0,65
1357,-10.0,71
1358,-4.0,71
1359,-5.0,99
1360,-9.0,70
1361,-9.0,71
1362,-10.0,71
1363,-15.0,43
1364,-5.0,99
1365,-15.0,43
1366,-15.0,43
1367,-10.0,49
1368,-10.0,65
1369,1.0,127
1370,-15.0,40
1371,-15.0,40
1372,-15.0,43
1373,2.0,124
1374,-10.0,67
1375,35.0,314
1376,-15.0,32
1377,-14.0,43
1378,13.0,181
1379,-4.0,80
1380,-14.0,43
1381,-9.0,57
1382,-10.0,71
1383,-15.0,43
1384,-10.0,46
1385,-10.0,71
1386,-15.0,32
1387,-15.0,38
1388,20.0,235
1389,-9.0,71
1390,-9.0,49
1391,-15.0,41
1392,-15.0,36
1393,-4.0,82
1394,-4.0,90
1395,-4.0,99
1396,-10.0,71
1397,-15.0,43
1398,-10.0,71
1399,21.0,208
1400,-14.0,43
1401,-4.0,89
1402,-5.0,99
1403,-15.0,43
1404,9.0,154
1405,16.0,181
1406,5.0,154
1407,-15.0,43
1408,-10.0,71
1409,-4.0,99
1410,-15.0,43
1411,-10.0,69
1412,6.0,151
1413,-15.0,43
1414,12.0,181
1415,-14.0,43
1416,-15.0,24
1417,-15.0,39
1418,13.0,181
1419,16.0,207
1420,-5.0,94
1421,0.0,125
1422,-8.0,68
1423,-15.0,43
1424,-14.0,40
1425,-14.0,43
1426,-15.0,24
1427,-15.0,24
1428,-15.0,39
1429,-15.0,24
1430,-15.0,24
1431,-15.0,24
1432,-10.0,71
1433,-3.0,87
1434,-15.0,24
1435,-15.0,38
1436,-15.0,40
1437,31.0,288
1438,-15.0,40
1439,-10.0,71
1440,5.0,151
1441,-15.0,39
1442,21.0,222
1443,0.0,123
1444,28.0,259
1445,-9.0,71
1446,-10.0,71
1447,-15.0,40
1448,-15.0,40
1449,3.0,125
1450,6.0,154
1451,-15.0,43
1452,-10.0,71
1453,-9.0,71
1454,-10.0,71
1455,-5.0,89
1456,-10.0,71
1457,-5.0,93
1458,-4.0,84
1459,-15.0,39
1460,-4.0,84
1461,-15.0,43
1462,-15.0,40
1463,0.0,125
1464,-3.0,99
1465,21.0,232
1466,15.0,205
1467,1.0,120
1468,-4.0,99
1469,-15.0,43
1470,-10.0,71
1471,-5.0,97
1472,2.0,99
1473,5.0,140
1474,5.0,150
1475,-5.0,99
1476,-10.0,43
1477,-15.0,38
1478,-15.0,38
1479,-3.0,99
1480,11.0,181
1481,-15.0,40
1482,0.0,127
1483,-15.0,40
1484,10.0,181
1485,5.0,149
1486,-9.0,71
1487,-10.0,44
1488,-14.0,43
1489,-9.0,71
1490,-10.0,71
1491,21.0,235
1492,-9.0,71
1493,-15.0,35
1494,-15.0,36
1495,-9.0,43
1496,-5.0,95
1497,-10.0,43
1498,6.0,136
1499,-15.0,32
1500,5.0,135
1501,5.0,154
1502,-4.0,95
1503,-15.0,43
1504,-9.0,71
1505,-15.0,43
1506,-15.0,37
1507,-14.0,43
1508,-9.0,68
1509,-15.0,21
1510,-15.0,43
1511,-15.0,41
1512,-15.0,43
1513,-9.0,63
1514,-15.0,40
1515,-15.0,43
1516,0.0,127
