episode,return,length
689,-15.0,31
690,1.0,111
691,-10.0,71
692,-15.0,42
693,-10.0,71
694,-5.0,99
695,-15.0,24
696,-10.0,62
697,1.0,113
698,-15.0,24
699,-15.0,35
700,-14.0,43
701,-10.0,71
702,5.0,130
703,-15.0,43
704,-9.0,56
705,-9.0,58
706,-15.0,32
707,-15.0,43
708,-10.0,71
709,-10.0,50
710,-14.0,43
711,-15.0,30
712,-9.0,62
713,-15.0,30
714,-5.0,92
715,-15.0,39
716,-15.0,34
717,-15.0,32
718,-15.0,42
719,5.0,149
720,-15.0,32
721,-15.0,33
722,-10.0,50
723,-15.0,43
724,-5.0,96
725,-15.0,24
726,-9.0,71
727,-15.0,31
728,-10.0,44
729,-14.0,43
730,-15.0,27
731,-15.0,22
732,-15.0,30
733,-15.0,36
734,-14.0,43
735,-15.0,28
736,-15.0,22
737,-15.0,36
738,-15.0,25
739,-15.0,22
740,-15.0,18
741,-15.0,23
742,-15.0,21
743,-15.0,22
744,-5.0,73
745,-15.0,19
746,-15.0,26
747,-15.0,21
748,-15.0,23
749,-15.0,19
750,-15.0,27
751,-15.0,24
752,-15.0,27
753,-10.0,65
754,-15.0,28
755,-15.0,28
756,-9.0,55
757,-15.0,24
758,-15.0,19
759,-15.0,26
760,-15.0,17
761,-15.0,22
762,-15.0,25
763,-15.0,21
764,-15.0,22
765,-15.0,19
766,-15.0,43
767,-15.0,43
768,-15.0,18
769,-10.0,71
770,-15.0,25
771,-15.0,25
772,-15.0,26
773,-15.0,23
774,-15.0,17
775,-5.0,71
776,-15.0,22
777,-15.0,17
778,-15.0,18
779,-15.0,26
780,-15.0,19
781,-15.0,24
782,-15.0,24
783,-15.0,15
784,-15.0,15
785,-15.0,17
786,-15.0,15
787,-3.0,83
788,-15.0,15
789,-15.0,17
790,-15.0,18
791,-15.0,22
792,-15.0,15
793,-15.0,16
794,-15.0,43
795,-15.0,18
796,-15.0,20
797,-15.0,18
798,-15.0,22
799,-10.0,65
800,-15.0,18
801,-15.0,19
802,-15.0,28
803,-15.0,26
804,-15.0,24
805,11.0,178
806,-15.0,43
807,-15.0,27
808,-5.0,87
809,-15.0,35
