iter,reward,lr
1,2,0.029849999999999998
2,6,0.029700749999999998
3,4,0.029552246249999997
4,4,0.029404485018749996
5,5,0.029257462593656247
6,3,0.029111175280687965
7,5,0.028965619404284524
8,4,0.028820791307263102
9,4,0.028676687350726787
10,4,0.028533303913973154
11,4,0.028390637394403288
12,4,0.02824868420743127
