episode,return,length
1135,40.0,341
1136,46.0,366
1137,16.0,208
1138,-14.0,43
1139,12.0,181
1140,12.0,181
1141,-10.0,71
1142,-10.0,45
1143,40.0,341
1144,35.0,314
1145,-15.0,43
1146,26.0,262
1147,7.0,154
1148,-4.0,99
1149,30.0,288
1150,0.0,127
1151,50.0,392
1152,42.0,341
1153,-15.0,43
1154,1.0,127
1155,-14.0,43
1156,46.0,366
1157,0.0,127
1158,16.0,208
1159,77.0,518
1160,-14.0,43
1161,46.0,366
1162,-14.0,43
1163,2.0,127
1164,32.0,288
1165,-10.0,71
1166,-10.0,71
1167,-14.0,43
1168,1.0,127
1169,32.0,288
1170,43.0,341
1171,42.0,341
1172,36.0,314
1173,-14.0,43
1174,6.0,154
1175,6.0,154
1176,32.0,288
1177,21.0,235
1178,12.0,181
1179,0.0,127
1180,16.0,208
1181,-15.0,43
1182,40.0,341
1183,-15.0,43
1184,80.0,542
1185,50.0,366
1186,35.0,314
1187,47.0,366
1188,-4.0,99
1189,46.0,366
1190,81.0,542
1191,90.0,591
1192,-5.0,99
1193,-10.0,71
1194,78.0,518
1195,61.0,417
1196,-9.0,71
1197,35.0,314
1198,-15.0,43
1199,20.0,235
1200,56.0,417
1201,1.0,127
1202,52.0,392
1203,0.0,127
1204,35.0,314
1205,30.0,288
1206,10.0,181
1207,5.0,154
1208,-3.0,99
1209,13.0,181
1210,61.0,443
1211,-15.0,43
1212,-5.0,99
1213,65.0,468
1214,31.0,288
1215,-10.0,71
1216,25.0,262
1217,25.0,262
1218,-15.0,43
1219,-10.0,50
1220,-15.0,43
1221,40.0,341
1222,-10.0,71
1223,-9.0,71
1224,40.0,341
1225,28.0,262
1226,12.0,181
1227,20.0,235
1228,-15.0,43
1229,14.0,181
1230,40.0,341
1231,-10.0,71
1232,-5.0,99
1233,-10.0,71
1234,11.0,181
1235,35.0,314
1236,31.0,288
1237,30.0,288
1238,28.0,262
1239,32.0,288
1240,22.0,235
1241,-10.0,71
1242,60.0,443
1243,21.0,235
1244,41.0,341
1245,-10.0,71
1246,71.0,493
1247,-15.0,43
1248,22.0,235
1249,-9.0,71
1250,-15.0,43
1251,115.0,710
1252,43.0,320
1253,67.0,468
1254,-15.0,43
1255,-14.0,43
1256,1.0,127
1257,8.0,154
1258,-15.0,43
1259,27.0,262
1260,31.0,288
1261,36.0,314
1262,11.0,181
1263,10.0,181
1264,4.0,127
1265,-10.0,71
1266,21.0,235
1267,-15.0,43
1268,-15.0,43
1269,-9.0,71
1270,40.0,341
1271,-5.0,99
1272,11.0,181
1273,-15.0,43
1274,-9.0,71
1275,5.0,154
1276,10.0,181
1277,20.0,235
1278,11.0,181
1279,30.0,288
1280,46.0,355
1281,37.0,314
1282,41.0,341
1283,0.0,127
1284,-15.0,43
1285,1.0,124
1286,0.0,127
1287,42.0,341
1288,-15.0,43
1289,37.0,304
1290,10.0,172
1291,20.0,235
1292,0.0,127
1293,30.0,288
1294,26.0,262
1295,60.0,417
1296,6.0,143
1297,57.0,402
1298,-14.0,43
1299,-10.0,66
1300,-15.0,43
1301,-5.0,99
1302,36.0,314
1303,35.0,314
1304,0.0,127
1305,58.0,417
1306,-10.0,66
1307,-9.0,71
1308,35.0,314
1309,77.0,518
1310,35.0,288
1311,-15.0,43
1312,15.0,208
1313,20.0,235
1314,17.0,208
1315,-15.0,43
1316,0.0,127
1317,-10.0,71
1318,48.0,366
1319,-15.0,43
1320,22.0,235
1321,0.0,127
1322,-10.0,71
1323,22.0,235
1324,22.0,235
1325,11.0,181
1326,25.0,262
1327,-9.0,71
1328,1.0,124
1329,11.0,181
1330,-15.0,43
1331,-15.0,43
1332,-15.0,43
1333,5.0,154
1334,-10.0,71
1335,25.0,250
1336,2.0,127
1337,4.0,127
1338,-15.0,43
1339,1.0,127
1340,47.0,366
1341,1.0,127
1342,-15.0,43
1343,-10.0,71
1344,-15.0,43
1345,21.0,235
1346,0.0,127
1347,1.0,127
1348,46.0,366
1349,-10.0,71
1350,16.0,208
1351,6.0,154
1352,30.0,262
1353,37.0,299
1354,21.0,235
1355,11.0,181
1356,-15.0,43
1357,26.0,262
1358,-15.0,43
1359,26.0,262
1360,20.0,235
1361,0.0,127
1362,-10.0,71
1363,5.0,154
1364,-9.0,71
1365,-14.0,43
1366,10.0,181
1367,-15.0,43
1368,-10.0,71
1369,25.0,262
1370,29.0,262
1371,11.0,181
1372,25.0,262
1373,16.0,208
1374,41.0,341
1375,1.0,127
1376,-5.0,99
1377,65.0,468
1378,22.0,235
1379,-15.0,43
1380,25.0,262
1381,17.0,208
1382,-9.0,71
1383,5.0,154
1384,-5.0,99
1385,25.0,262
1386,32.0,288
1387,16.0,208
1388,22.0,235
1389,36.0,314
1390,-9.0,71
1391,35.0,314
1392,55.0,417
1393,42.0,341
1394,-2.0,99
1395,55.0,417
1396,15.0,208
1397,-9.0,71
1398,-15.0,43
1399,28.0,262
1400,-9.0,71
1401,-15.0,43
1402,-5.0,99
1403,15.0,208
1404,16.0,208
1405,25.0,262
1406,0.0,127
1407,-15.0,43
1408,-5.0,99
1409,-10.0,71
1410,-10.0,71
1411,41.0,341
1412,18.0,208
1413,-10.0,71
1414,0.0,127
1415,-5.0,99
1416,-15.0,43
1417,-5.0,74
1418,52.0,392
1419,3.0,127
1420,57.0,417
1421,0.0,127
1422,11.0,181
1423,10.0,181
1424,-15.0,43
1425,-10.0,71
1426,81.0,542
1427,61.0,443
1428,26.0,262
1429,68.0,468
1430,5.0,154
1431,21.0,235
1432,5.0,154
1433,0.0,127
1434,42.0,341
1435,51.0,366
1436,18.0,208
1437,25.0,262
1438,46.0,366
1439,-15.0,43
1440,25.0,262
1441,25.0,262
1442,1.0,127
1443,27.0,262
1444,15.0,208
1445,40.0,341
1446,21.0,235
1447,5.0,154
1448,25.0,262
1449,6.0,154
1450,-15.0,26
1451,-9.0,71
1452,-4.0,99
1453,3.0,127
1454,-10.0,71
1455,-15.0,43
1456,55.0,417
1457,0.0,127
1458,61.0,443
1459,0.0,127
1460,21.0,235
1461,28.0,262
1462,0.0,127
1463,27.0,262
1464,-15.0,43
1465,20.0,235
1466,-15.0,43
1467,-15.0,43
1468,23.0,235
1469,36.0,314
1470,-15.0,43
1471,67.0,468
1472,-10.0,71
1473,-10.0,71
1474,20.0,235
1475,26.0,262
1476,52.0,379
1477,25.0,262
1478,21.0,235
1479,20.0,235
1480,53.0,392
1481,6.0,154
1482,65.0,468
1483,0.0,127
1484,20.0,235
1485,21.0,235
1486,25.0,262
1487,-14.0,43
1488,30.0,288
1489,-4.0,99
1490,27.0,262
1491,-5.0,99
1492,35.0,314
1493,-10.0,71
1494,21.0,235
1495,65.0,468
1496,73.0,493
1497,26.0,262
1498,50.0,392
1499,35.0,314
1500,-15.0,43
1501,45.0,366
1502,18.0,208
1503,20.0,235
1504,0.0,127
1505,-10.0,71
1506,0.0,127
1507,11.0,181
1508,35.0,314
1509,32.0,288
1510,64.0,417
1511,24.0,235
1512,-15.0,43
1513,10.0,181
1514,12.0,181
1515,-4.0,99
1516,-14.0,43
1517,-3.0,99
1518,65.0,443
1519,35.0,314
1520,-5.0,99
1521,46.0,366
1522,-9.0,71
1523,0.0,127
1524,47.0,366
1525,5.0,154
1526,61.0,443
1527,15.0,208
1528,31.0,288
1529,0.0,103
1530,26.0,262
1531,1.0,127
1532,22.0,235
1533,-5.0,99
1534,0.0,127
1535,1.0,127
1536,77.0,518
1537,-10.0,71
1538,-15.0,43
1539,36.0,314
1540,21.0,235
1541,-15.0,43
1542,37.0,314
1543,-15.0,43
1544,50.0,366
1545,-10.0,71
1546,0.0,127
1547,17.0,208
1548,20.0,235
1549,20.0,235
1550,-15.0,43
1551,-15.0,43
1552,50.0,392
1553,6.0,154
1554,70.0,493
1555,0.0,127
1556,26.0,262
1557,35.0,314
1558,0.0,127
1559,5.0,154
1560,-15.0,43
1561,30.0,288
1562,21.0,235
1563,16.0,208
1564,73.0,493
1565,28.0,262
1566,45.0,366
1567,52.0,392
1568,15.0,193
1569,15.0,208
